ResponseID,Cluster,Did you pursue further training after placing your first dental implant?,"If Yes, this was CE ","If Yes, this was: None","If Yes, this was: Other","If Yes, this was: Uni1yr","If Yes, this was: Uni2yr","If Yes, this was: Uni3yr","If Yes, this was: ",Challenge.Anasthesia,Challenge.Implant.position,Challenge.Incision,Challenge.No.information,Challenge.prep.osteotomy,Challenge.reflection,Challenge.suturing,Challenge.other,Challenge,Reflection.Ad.prep,Reflection.Some.prep,Reflection.not.prep,Reflection.no.infromation,Reflection
R_2f4UecgMneAtcw9,1,Yes,0,0,1,0,0,0,Other,0,0,0,0,0,0,0,1,Other,1,0,0,0,Adequately.prepared
R_2Tw4tFO1iT7J5iu,4,Yes,0,0,1,0,0,0,Other,0,0,0,0,0,0,0,1,Other,1,0,0,0,Adequately.prepared
R_30qt0c6At0HoCue,1,Yes,0,0,1,0,0,0,Other,0,0,0,0,0,0,0,1,Other,1,0,0,0,Adequately.prepared
R_3smEgTmhwZ6d2JX,1,Yes,0,0,1,0,0,0,Other,0,0,0,0,0,0,0,1,Other,1,0,0,0,Adequately.prepared
R_3st44NLzQM8QQeT,2,Yes,0,0,1,0,0,0,Other,0,0,0,0,0,0,0,1,Other,1,0,0,0,Adequately.prepared
R_es2ZethDUVbqV8Z,3,Yes,0,0,1,0,0,0,Other,0,0,0,0,0,0,0,1,Other,1,0,0,0,Adequately.prepared
R_UyeMilJXrbFr0YN,3,Yes,0,0,1,0,0,0,Other,0,0,0,0,0,0,0,1,Other,1,0,0,0,Adequately.prepared
R_z1Bn0ambrXzNJBv,1,Yes,0,0,1,0,0,0,Other,0,0,0,0,0,0,0,1,Other,1,0,0,0,Adequately.prepared
R_3GxDFJ8kMbL7mYA,4,Yes,0,0,0,1,0,0,University.1.yr,0,0,0,0,0,0,0,1,Other,1,0,0,0,Adequately.prepared
R_24u8sw5dliyrqUw,4,Yes,0,0,0,0,0,1,University.3.yr,0,0,0,0,0,0,0,1,Other,1,0,0,0,Adequately.prepared
R_2sTsGvUZeBmThpT,2,Yes,0,0,0,0,0,1,University.3.yr,0,0,0,0,0,0,0,1,Other,1,0,0,0,Adequately.prepared
R_3lrmrROhNwO8NTl,5,Yes,0,0,0,0,0,1,University.3.yr,0,0,0,0,0,0,0,1,Other,1,0,0,0,Adequately.prepared
R_1FrBhlC9NGagScc,3,No,0,1,0,0,0,0,None,0,0,0,0,0,0,0,1,Other,0,0,1,0,Not.adequately.prepared
R_1QrplXxMeg39eXn,4,No,0,1,0,0,0,0,None,0,0,0,0,0,0,0,1,Other,0,0,1,0,Not.adequately.prepared
R_2ykDRugYV9wmdoG,3,No,0,1,0,0,0,0,None,0,0,0,0,0,0,0,1,Other,0,0,1,0,Not.adequately.prepared
R_ph3VWOEudCMLVqp,5,No,0,1,0,0,0,0,None,0,0,0,0,0,0,0,1,Other,0,0,1,0,Not.adequately.prepared
R_TvjIepdS2jscI8N,1,No,0,1,0,0,0,0,None,0,0,0,0,0,0,0,1,Other,0,0,1,0,Not.adequately.prepared
R_3hAX5PUuXI1UtYq,3,Yes,0,0,1,0,0,0,Other,0,0,0,0,0,0,0,1,Other,0,0,1,0,Not.adequately.prepared
R_12FR7iOFa1abjzf,5,Yes,1,0,0,0,0,0,CE,0,0,0,0,0,0,0,1,Other,0,1,0,0,Somewhat.prepared
R_1ikQiLHz36DyfuJ,5,No,0,1,0,0,0,0,None,0,0,0,0,0,0,0,1,Other,0,1,0,0,Somewhat.prepared
R_24o8JLu22uc6Bob,5,No,0,1,0,0,0,0,None,0,0,0,0,0,0,0,1,Other,0,1,0,0,Somewhat.prepared
R_2TLAyK7oKMwZ3FA,4,No,0,1,0,0,0,0,None,0,0,0,0,0,0,0,1,Other,0,1,0,0,Somewhat.prepared
R_3KwS8zTZFYCqzs2,5,No,0,1,0,0,0,0,None,0,0,0,0,0,0,0,1,Other,0,1,0,0,Somewhat.prepared
R_e2Iu39NIfHQX3ff,5,No,0,1,0,0,0,0,None,0,0,0,0,0,0,0,1,Other,0,1,0,0,Somewhat.prepared
R_Tim1iHdeZPNhgnn,3,No,0,1,0,0,0,0,None,0,0,0,0,0,0,0,1,Other,0,1,0,0,Somewhat.prepared
R_1HbedVrTveroawk,4,Yes,0,0,1,0,0,0,Other,0,0,0,0,0,0,0,1,Other,0,1,0,0,Somewhat.prepared
R_1r7TLVx26gpg46e,3,Yes,0,0,1,0,0,0,Other,0,0,0,0,0,0,0,1,Other,0,1,0,0,Somewhat.prepared
R_1riU1v8hPNNGpfj,3,Yes,0,0,1,0,0,0,Other,0,0,0,0,0,0,0,1,Other,0,1,0,0,Somewhat.prepared
R_2D00p0ZgRb8HkxT,1,Yes,0,0,1,0,0,0,Other,0,0,0,0,0,0,0,1,Other,0,1,0,0,Somewhat.prepared
R_2xJirJqb7UJ9xM4,1,Yes,0,0,1,0,0,0,Other,0,0,0,0,0,0,0,1,Other,0,1,0,0,Somewhat.prepared
R_2xyjezoSjdVUwf8,1,Yes,0,0,1,0,0,0,Other,0,0,0,0,0,0,0,1,Other,0,1,0,0,Somewhat.prepared
R_3fvlTZBecLhQumN,1,Yes,0,0,1,0,0,0,Other,0,0,0,0,0,0,0,1,Other,0,1,0,0,Somewhat.prepared
R_3p4EtJGf0FVq8cY,2,Yes,0,0,1,0,0,0,Other,0,0,0,0,0,0,0,1,Other,0,1,0,0,Somewhat.prepared
R_CZvvmhO8ThXkhP3,1,Yes,0,0,1,0,0,0,Other,0,0,0,0,0,0,0,1,Other,0,1,0,0,Somewhat.prepared
R_pKpUGDpBaB43xWV,1,Yes,0,0,1,0,0,0,Other,0,0,0,0,0,0,0,1,Other,0,1,0,0,Somewhat.prepared
R_qwkqEjoySgxsGwV,4,Yes,0,0,1,0,0,0,Other,0,0,0,0,0,0,0,1,Other,0,1,0,0,Somewhat.prepared
R_3Rdu0idfCzEJc34,1,Yes,0,0,0,1,0,0,University.1.yr,0,0,0,0,0,0,0,1,Other,0,1,0,0,Somewhat.prepared
R_2zka3zHhbtDS55c,4,Yes,0,0,0,0,1,0,University.2.yr,0,0,0,0,0,0,0,1,Other,0,1,0,0,Somewhat.prepared
R_3h0ASYN0Z7T1oBP,4,Yes,0,0,0,0,0,1,University.3.yr,0,0,0,0,0,0,0,1,Other,0,1,0,0,Somewhat.prepared
R_3iyhs2YD1aZizBC,2,Yes,0,0,0,0,0,1,University.3.yr,0,0,0,0,0,0,0,1,Other,0,1,0,0,Somewhat.prepared
R_3kAMavLMzpKiner,2,Yes,0,0,0,0,0,1,University.3.yr,0,0,0,0,0,0,0,1,Other,0,1,0,0,Somewhat.prepared
R_11hYbfZxJlC5CbR,4,Yes,1,0,0,0,0,0,CE,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_1j9QjtlruFhJP67,3,Yes,1,0,0,0,0,0,CE,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_1oi0yDZxNheUjLn,4,Yes,1,0,0,0,0,0,CE,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_264fN6dWqnETDCp,1,Yes,1,0,0,0,0,0,CE,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_27DSz1MbwFiiBoB,2,Yes,1,0,0,0,0,0,CE,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_2aRXC5lHcAlyNT6,5,Yes,1,0,0,0,0,0,CE,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_2uCAeEpqeWImSGo,1,Yes,1,0,0,0,0,0,CE,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_2YRpQvFrDmG644p,1,Yes,1,0,0,0,0,0,CE,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_1rxe9Uc7fK7Y5cL,4,No,0,1,0,0,0,0,None,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_27xp3aZyxcVb3h8,1,No,0,1,0,0,0,0,None,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_29UUtlcg6yGO6g9,1,No,0,1,0,0,0,0,None,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_2U9GHhCCJ21FTKg,3,No,0,1,0,0,0,0,None,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_2wHwVN9mOJR9Msx,2,No,0,1,0,0,0,0,None,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_3EHcFWig8ZyqpNf,3,No,0,1,0,0,0,0,None,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_3njf8xmazDyh7aq,1,No,0,1,0,0,0,0,None,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_3qK9Co3c4PAZ1uo,2,No,0,1,0,0,0,0,None,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_O1kl4qvYyYOoRO1,1,No,0,1,0,0,0,0,None,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_OcYzhaJsQRPfKuZ,4,No,0,1,0,0,0,0,None,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_PXTsE7cKGjbP3JD,2,No,0,1,0,0,0,0,None,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_so2CsOj5dFESnTP,1,No,0,1,0,0,0,0,None,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_TdWFUZVXYGkYvWF,4,No,0,1,0,0,0,0,None,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_XtPYOcun46Li5S9,2,No,0,1,0,0,0,0,None,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_ZIDpW1hvwy7dbAB,1,No,0,1,0,0,0,0,None,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_0rNy4EHCEkS5nSF,2,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_1dFFXjPUodjuSMX,3,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_1dNBDMSMmRMRUWv,2,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_1f3n3BWSDxUnjE8,4,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_1gtpozILmyT8Snz,4,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_1Gviw91V4WqWOkv,1,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_1HdCqLY1NuzeCE9,2,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_1ib1PZce4fj3YAg,4,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_1ibaXqy9Ga1jEif,3,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_1IoWu8To8nzez2B,1,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_1IWUFEOCQffUgOz,4,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_1mW7UyD3s2CVtJ0,3,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_1NELvOzhXOBWL3j,2,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_1OPtL8vh1isfP6i,4,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_1pFJQPpsqsnMxWl,2,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_24kfLO2iIPAbcuC,2,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_25SbNFsICycxE7G,2,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_28ORestEIeLvk55,1,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_28TJtzYudj8wqNg,4,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_2amiA3dqxXIL2xl,4,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_2c0jvwNHxRckO2O,1,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_2cbgC49FDs2QvRJ,2,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_2CwH8vA0zl9z6Dx,2,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_2dj27G1jPXVtjyi,4,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_2fD0MAaJy7IndDH,3,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_2fJX3r9YBZDWX9X,4,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_2gTxMXuvhNYoPwB,5,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_2OVz71Jtg1cIR9K,2,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_2QQjyWm1EHPuPEx,5,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_2uHYUnx0CPtycbC,3,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_2VqjfEjPXmgNFiG,1,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_31hMph4kmY4cnFp,2,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_3D8w6THgqOtARCy,1,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_3dFCmSkbwU9Hh7x,1,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_3ETgDoJmFryuc4b,3,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_3fAWHxEAR2naJ7M,5,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_3GDhAqzbpQsrVMI,4,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_3HjF3cGSBKMjMhi,5,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_3hxzY3VeiM6R0gH,2,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_3kd00dzmxvT9sYu,2,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_3kNZQUTdUTXg1ya,1,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_3L8ohjb3WQIeWn7,2,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_3lLI91G7DY7zcJO,1,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_3nde9M2GWLkczd9,5,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_3oyWXaNbkiIGcwe,2,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_3qKWP6bLbXCDrTX,1,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_3rGkY2RyxREMgVp,4,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_3Rq5TVoC5B96iMp,2,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_3svvFDNwhni1d3v,3,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_6sOd9vEGdNvzDnH,2,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_8dE1FubZP4wQLa9,1,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_9GFVar7eGU5WKeR,3,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_C1S8BISVLBiNFPr,1,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_cHC9PwURdPXUrrb,3,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_DeOy5NFSwz8r3Jn,3,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_puaMrH469oZCnNT,2,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_Qm0zPcMJGShhRYJ,5,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_sCreMH0yVcYHrjz,3,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_T13ohAhvGfL6CEF,2,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_vqKlFxdlPeppseR,2,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_YQVyhpFEHUfWtJn,4,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_1LYf7IWGECMMksx,2,Yes,0,0,0,1,0,0,University.1.yr,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_29vt8WmVPpKUEMC,3,Yes,0,0,0,1,0,0,University.1.yr,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_3g7VgEfAMzHb5WP,2,Yes,0,0,0,1,0,0,University.1.yr,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_AHRJw9SeFyTEqQx,3,Yes,0,0,0,1,0,0,University.1.yr,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_e5rxqahoQwuKmDn,3,Yes,0,0,0,1,0,0,University.1.yr,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_xc6dBO1y0JTJ8Ix,5,Yes,0,0,0,1,0,0,University.1.yr,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_yNGw7MWcFqzasRH,5,Yes,0,0,0,1,0,0,University.1.yr,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_4VH3SZwBk45drZT,2,Yes,0,0,0,0,1,0,University.2.yr,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_sFQlbX3oIOs7EuB,4,Yes,0,0,0,0,1,0,University.2.yr,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_0MpkkTDvB58ZH7X,2,Yes,0,0,0,0,0,1,University.3.yr,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_12Qo8w6uv7N7XEo,4,Yes,0,0,0,0,0,1,University.3.yr,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_1JXVvWOnJgGXix1,3,Yes,0,0,0,0,0,1,University.3.yr,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_1lsfplmfMSimLof,4,Yes,0,0,0,0,0,1,University.3.yr,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_1QMby9Qipkr1DmV,3,Yes,0,0,0,0,0,1,University.3.yr,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_233olgATvswFuza,3,Yes,0,0,0,0,0,1,University.3.yr,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_23UipF8XbI7Ocpi,2,Yes,0,0,0,0,0,1,University.3.yr,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_2wpOuoafiejeQtm,4,Yes,0,0,0,0,0,1,University.3.yr,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_3oN6WpsCWW7EOu9,4,Yes,0,0,0,0,0,1,University.3.yr,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_3p8QUzKvB56pWPI,2,Yes,0,0,0,0,0,1,University.3.yr,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_urVMwx9JhmrnN2p,2,Yes,0,0,0,0,0,1,University.3.yr,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_YcAWh7KAFCKnHsR,2,Yes,0,0,0,0,0,1,University.3.yr,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,1,0,0,0,Adequately.prepared
R_3CN7vkpOdyNpX5Q,4,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,0,0,0,1,No.information
R_3MtdxrXDkkPwd9c,2,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,0,0,0,1,No.information
R_2OGzEgGbVl630Sh,1,Yes,1,0,0,0,0,0,CE,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,0,0,1,0,Not.adequately.prepared
R_2yk1USnDLS6xCqw,2,Yes,1,0,0,0,0,0,CE,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,0,0,1,0,Not.adequately.prepared
R_BtVIjdC4c4ZlrKp,3,Yes,1,0,0,0,0,0,CE,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,0,0,1,0,Not.adequately.prepared
R_Qp0brh5tp0zSJTb,3,Yes,1,0,0,0,0,0,CE,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,0,0,1,0,Not.adequately.prepared
R_1FKzK7hmYzMb7zz,5,No,0,1,0,0,0,0,None,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,0,0,1,0,Not.adequately.prepared
R_1jOrUDSoPk4Hx5U,5,No,0,1,0,0,0,0,None,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,0,0,1,0,Not.adequately.prepared
R_1mztzPDrqmQWQlV,4,No,0,1,0,0,0,0,None,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,0,0,1,0,Not.adequately.prepared
R_25zRJ75u5srrXHj,2,No,0,1,0,0,0,0,None,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,0,0,1,0,Not.adequately.prepared
R_26feAdQES6hmPLe,3,No,0,1,0,0,0,0,None,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,0,0,1,0,Not.adequately.prepared
R_2CIWIChL6y2uHuB,1,No,0,1,0,0,0,0,None,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,0,0,1,0,Not.adequately.prepared
R_2QLHo3rkDgaR0MJ,4,No,0,1,0,0,0,0,None,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,0,0,1,0,Not.adequately.prepared
R_2rHIlvEkOwiUrT0,3,No,0,1,0,0,0,0,None,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,0,0,1,0,Not.adequately.prepared
R_2SofcyIlLRXCLln,3,No,0,1,0,0,0,0,None,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,0,0,1,0,Not.adequately.prepared
R_2VQjTh2FBQK6Nem,3,No,0,1,0,0,0,0,None,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,0,0,1,0,Not.adequately.prepared
R_3j0z4RIuHjekjcJ,5,No,0,1,0,0,0,0,None,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,0,0,1,0,Not.adequately.prepared
R_3Rsc8q5zwsxD4o7,3,No,0,1,0,0,0,0,None,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,0,0,1,0,Not.adequately.prepared
R_D8fsH3Afh5PI01z,2,No,0,1,0,0,0,0,None,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,0,0,1,0,Not.adequately.prepared
R_OcInS92BMk3gbip,5,No,0,1,0,0,0,0,None,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,0,0,1,0,Not.adequately.prepared
R_1DCtab8VSNlb8XG,5,Yes,0,0,1,0,0,0,Other,0,0,0,0,1,0,0,0,Preparation.of.osteotomy,0,0,1,0,Not.adequately.prepared
